UID,Humidity,Temperature,Age,Quantity,MTTF 
2383,52.74,55.75,17,64429,223
2384,65.31,88.69,10,48917,542
2385,65.37,43.48,11,30642,145
2386,72.14,92.73,13,33207,100
2387,58.0,62.3,13,62345,355
2388,27.58,86.1,1,25615,456
2389,96.88,57.96,13,29559,129
2390,10.66,61.3,2,41638,363
2391,96.75,70.06,10,49476,240
2392,7.64,45.83,13,39411,347
2393,45.02,52.48,15,27143,233
2394,91.09,87.5,14,58300,297
2395,85.44,54.37,5,52599,400
2396,29.21,89.25,7,64874,330
2397,81.25,86.69,9,71147,177
2398,29.06,37.86,8,56640,369
2399,83.03,42.92,7,27068,284
2400,5.16,86.6,14,45607,418
2401,24.08,66.51,17,74760,299
2402,80.65,59.18,17,67257,527
2403,77.27,70.84,3,42551,90
2404,41.0,87.42,6,32791,254
2405,48.48,55.98,5,24786,200
2406,81.09,86.02,1,61475,147
2407,24.49,60.15,7,36276,203
2408,65.92,53.67,13,47419,61
2409,90.86,86.02,2,37502,486
2410,25.42,44.49,13,76523,432
2411,67.4,65.59,10,55004,165
2412,91.15,37.28,5,33768,279
2413,83.08,81.26,6,49823,485
2414,86.93,52.36,12,44987,579
2415,25.69,55.89,17,28641,138
2416,10.45,41.5,7,78353,547
2417,24.32,37.24,16,64717,580
2418,7.48,50.52,13,29172,435
2419,58.78,79.89,3,23497,539
2420,90.27,72.53,3,53539,414
2421,96.89,77.43,11,35535,503
2422,39.88,40.56,3,54419,271
2423,62.43,50.01,3,39076,314
2424,35.14,77.6,10,25595,73
2425,48.12,42.31,14,33005,248
2426,74.82,87.56,9,29155,339
2427,15.91,75.66,11,54424,144
2428,34.28,69.24,1,34573,136
2429,86.37,44.87,11,73786,179
2430,37.84,61.82,10,57627,109
2431,45.58,69.12,13,53637,259
2432,38.17,86.72,12,30039,162
2433,61.56,51.73,7,29612,534
2434,49.1,39.65,11,23007,407
2435,15.34,61.99,7,79178,88
2436,25.93,58.22,8,35046,62
2437,41.03,83.36,7,29241,443
2438,50.33,64.42,5,30074,453
2439,97.01,93.13,3,44841,499
2440,14.11,61.09,8,40168,432
2441,89.21,35.74,5,57428,524
2442,48.81,84.61,4,48019,204
2443,54.14,53.93,5,38138,402
2444,9.95,75.78,1,72022,103
2445,98.76,72.84,13,32650,164
2446,20.25,53.6,15,58685,363
2447,32.3,65.32,2,71969,446
2448,51.97,94.89,4,35736,576
2449,85.28,55.63,11,58930,211
2450,28.1,51.16,11,42020,80
2451,6.31,57.81,6,47711,220
2452,57.12,85.03,9,52300,54
2453,42.62,90.58,3,74981,501
2454,85.26,47.57,10,25270,238
2455,12.12,79.52,12,52483,581
2456,69.08,37.84,3,49248,332
2457,49.79,71.8,3,53408,56
2458,62.07,79.49,14,45500,189
2459,47.61,56.54,5,33473,365
2460,38.34,80.28,2,41303,532
2461,14.05,89.61,12,28687,138
2462,79.6,58.45,14,56246,476
2463,54.06,42.11,13,42952,250
2464,40.3,43.04,8,30526,71
2465,88.52,86.12,17,42677,185
2466,80.31,58.08,14,61526,392
2467,71.42,50.73,7,63036,312
2468,30.5,47.8,2,72416,225
2469,14.87,81.09,16,44171,162
2470,81.76,50.13,11,49037,442
2471,80.12,50.25,11,61666,246
2472,39.13,93.48,2,77126,72
2473,46.01,79.92,9,67268,151
2474,13.74,81.89,10,55096,464
2475,78.8,91.46,8,37357,355
2476,7.52,90.99,1,48787,285
2477,64.66,65.21,8,68911,189
2478,81.88,43.32,15,39512,431
2479,34.29,63.51,15,25496,385
2480,53.01,59.03,12,55418,512
2481,23.45,73.37,6,71640,285
2482,62.98,61.23,11,35901,194
2483,85.66,69.04,2,32179,71
2484,43.4,83.93,4,33837,389
2485,44.01,79.07,16,74691,82
2486,48.24,53.13,15,44050,154
2487,54.03,73.56,14,61058,123
2488,58.38,47.19,4,65748,162
2489,28.57,44.67,14,56790,259
2490,88.9,58.4,5,60291,64
2491,87.09,36.03,8,70829,180
2492,68.42,94.6,3,49044,334
2493,37.31,66.16,3,53507,164
2494,38.47,55.34,3,67173,288
2495,41.27,62.84,14,73037,363
2496,9.18,72.3,9,74522,503
2497,75.69,49.16,10,79159,456
2498,65.42,42.17,17,73635,52
2499,10.95,64.23,13,74901,246
2500,59.56,85.07,15,52757,459
2501,16.93,64.17,5,37072,460
2502,84.64,60.68,15,67237,340
2503,21.98,45.68,12,72771,348
2504,99.03,58.52,17,71811,534
2505,72.37,87.3,14,25507,344
2506,76.7,52.11,2,46813,263
2507,61.63,80.04,10,64429,63
2508,6.69,46.56,10,41500,223
2509,26.21,87.65,10,23409,328
2510,37.22,87.55,13,54085,403
2511,16.83,74.23,11,26383,346
2512,97.96,45.79,10,60038,107
2513,10.12,69.28,3,58563,490
2514,22.56,62.64,10,34956,567
2515,52.34,63.32,9,50980,226
2516,95.13,61.58,17,67594,127
2517,65.23,41.24,10,57385,323
2518,55.01,69.88,5,51794,173
2519,47.54,48.22,2,31779,349
2520,31.72,74.74,4,73776,274
2521,11.78,65.38,15,76937,93
2522,42.87,68.45,4,59560,277
2523,25.39,81.69,5,47167,422
2524,97.76,68.16,16,46608,446
2525,48.59,76.78,4,28810,67
2526,28.22,53.36,5,46623,526
2527,93.6,87.64,6,36008,487
2528,5.58,84.67,17,77046,521
2529,78.26,76.97,10,56798,505
2530,27.76,90.92,3,45187,381
2531,29.94,93.51,8,79357,224
2532,85.5,75.17,14,68163,251
2533,61.69,71.15,16,27649,116
2534,66.22,75.23,11,32002,237
2535,59.96,92.77,8,63937,190
2536,55.35,42.35,4,35958,56
2537,60.0,56.82,6,33487,582
2538,64.48,93.17,9,55001,488
2539,31.45,94.1,7,64847,345
2540,30.9,37.76,13,46964,380
2541,80.7,71.3,4,76387,467
2542,78.97,36.89,15,71108,424
2543,95.48,36.75,9,34359,137
2544,7.52,59.71,10,46159,62
2545,33.75,89.97,13,70191,549
2546,59.82,84.76,5,45396,190
2547,83.11,77.59,15,34154,201
2548,62.29,58.24,2,25646,382
2549,89.84,72.77,2,30030,223
2550,17.9,40.38,4,23793,252
2551,63.07,57.01,11,60106,168
2552,71.51,84.7,7,49063,78
2553,6.15,76.7,4,75961,344
2554,78.07,55.38,12,44025,354
2555,98.06,79.9,7,77131,132
2556,96.5,68.71,13,36480,338
2557,96.34,52.23,6,55719,63
2558,47.9,79.61,5,59402,454
2559,54.73,49.29,2,44872,334
2560,43.82,85.73,16,29289,72
2561,9.35,43.04,9,72259,488
2562,37.41,76.55,7,59883,505
2563,53.75,88.38,3,54277,146
2564,72.15,45.97,11,69006,249
2565,50.88,82.96,8,39256,103
2566,70.65,61.25,11,54124,245
2567,43.26,54.24,4,66292,509
2568,86.52,48.11,17,56750,252
2569,52.93,49.56,14,57052,105
2570,31.47,73.36,10,75448,167
2571,73.89,94.29,5,29387,406
2572,54.75,77.96,3,61852,452
2573,67.93,89.45,16,77882,236
2574,32.82,54.52,16,71014,192
2575,38.28,54.06,17,64155,539
2576,62.94,69.8,9,25721,227
2577,94.11,90.63,12,76616,462
2578,87.02,80.9,14,52124,433
2579,60.22,53.07,12,48357,83
2580,9.88,89.09,15,74648,551
2581,16.5,85.32,8,68994,86
2582,73.44,58.09,7,75679,169
2583,51.64,75.47,8,53992,151
2584,49.35,44.33,14,24845,61
2585,37.08,70.87,7,50951,575
2586,71.69,85.78,1,35807,317
2587,54.62,66.92,10,32087,157
2588,69.72,43.69,6,45612,410
2589,69.03,52.0,5,76941,178
2590,62.78,70.8,12,79181,540
2591,50.47,71.11,16,29931,349
2592,55.34,83.42,13,37560,170
2593,20.44,47.76,15,29577,513
2594,79.99,80.69,2,35412,417
2595,35.94,60.11,10,42715,337
2596,31.93,67.18,16,44665,207
2597,71.89,54.37,2,35241,476
2598,76.56,54.33,16,33661,165
2599,22.45,94.66,7,35902,257
2600,72.01,51.64,9,77354,532
2601,57.91,83.51,16,78651,199
2602,59.92,54.55,9,75266,482
2603,29.33,53.26,11,51786,392
2604,72.08,82.56,8,64615,97
2605,90.39,70.2,2,40155,141
2606,66.64,54.33,3,51756,433
2607,15.19,82.66,16,46957,359
2608,10.97,64.05,5,47803,495
2609,83.45,40.28,7,79150,548
2610,29.85,89.19,16,40843,235
2611,29.45,91.11,1,60965,226
2612,73.82,36.8,2,45351,230
2613,17.86,57.81,2,77144,389
2614,83.75,72.61,9,50220,563
2615,34.91,67.9,7,25980,516
2616,40.4,72.73,10,47956,434
2617,79.41,91.93,7,60406,528
2618,34.31,48.26,14,32733,522
2619,63.57,37.45,4,64583,153
2620,5.67,89.97,5,46857,568
2621,70.67,61.05,9,51770,560
2622,44.66,42.7,9,51363,454
2623,69.85,40.19,8,68212,303
2624,67.22,72.14,8,32484,546
2625,8.22,42.21,14,51067,167
2626,30.48,54.21,4,52508,549
2627,14.41,78.87,4,49050,497
2628,39.09,54.73,4,29453,416
2629,20.81,54.05,14,23352,456
2630,38.79,90.07,12,23363,364
2631,17.67,50.43,10,71088,86
2632,69.52,59.16,10,35071,115
2633,65.04,35.26,12,59075,515
2634,42.08,52.61,3,59894,486
2635,58.75,76.33,15,56291,183
2636,31.63,72.11,9,75364,339
2637,85.49,71.02,16,55357,442
2638,11.9,68.6,4,52618,370
2639,98.88,42.57,6,54679,249
2640,84.25,54.24,3,61351,400
2641,47.52,52.78,17,73509,570
2642,10.66,40.24,16,41956,270
2643,24.79,89.65,3,57434,484
2644,72.8,70.72,4,27379,236
2645,73.4,78.02,15,69125,183
2646,61.34,74.96,17,51770,571
2647,42.74,72.58,1,58440,231
2648,70.97,53.11,16,71939,454
2649,49.59,50.9,16,63290,249
2650,89.89,79.21,9,59584,277
2651,52.24,39.49,5,49028,217
2652,45.03,40.97,10,62920,555
2653,51.46,62.46,3,75180,84
2654,52.1,91.57,8,55398,375
2655,90.14,94.65,15,66156,411
2656,25.61,53.29,8,26873,238
2657,90.6,86.57,6,72786,511
2658,74.31,87.32,14,58997,560
2659,92.49,44.49,8,62386,295
2660,69.92,81.46,4,75398,98
2661,7.93,87.69,11,58740,60
2662,67.23,52.2,10,63697,292
2663,25.39,45.99,11,60262,54
2664,61.99,60.06,10,56231,340
2665,38.63,54.69,8,67291,227
2666,15.07,43.56,10,78538,309
2667,89.94,62.04,11,72659,510
2668,60.06,84.24,16,68692,71
2669,28.72,65.75,14,64064,293
2670,77.31,40.2,4,26899,408
2671,58.9,37.27,7,62730,361
2672,94.88,36.14,17,24472,55
2673,34.6,35.47,7,25103,350
2674,19.72,59.45,2,40266,396
2675,31.5,93.78,12,64390,166
2676,80.16,47.21,17,76127,144
2677,72.33,74.05,15,27610,69
2678,31.38,49.77,3,28293,521
2679,77.69,61.24,10,31172,331
2680,43.85,94.73,2,77924,535
2681,67.28,55.2,6,62892,440
2682,57.72,40.9,5,40979,533
2683,12.86,70.7,14,66316,378
2684,60.35,74.75,10,54276,97
2685,27.58,61.02,12,60284,445
2686,12.05,46.48,12,66800,584
2687,63.11,63.13,5,31107,62
2688,80.71,37.16,14,71657,390
2689,79.86,39.56,1,53206,445
2690,26.07,43.31,3,73459,484
2691,87.5,66.14,2,75587,107
2692,65.38,47.23,9,70212,128
2693,52.16,72.34,5,77704,262
2694,8.99,75.54,13,51688,498
2695,5.28,77.43,10,49709,459
2696,36.5,45.08,17,51885,256
2697,77.55,58.72,3,79348,487
2698,11.79,71.43,9,77061,253
2699,51.08,41.73,11,59337,352
2700,74.9,74.79,6,73992,307
2701,47.23,54.8,1,60328,440
2702,75.03,55.46,14,76179,379
2703,39.77,78.23,10,52723,68
2704,99.27,71.23,10,38558,585
2705,97.37,40.36,2,54634,514
2706,7.11,91.96,7,26189,270
2707,63.25,89.05,9,77226,319
2708,90.16,84.28,6,38609,309
2709,92.41,61.43,2,37375,570
2710,44.35,36.76,1,41235,275
2711,9.85,65.86,17,51087,447
2712,81.92,73.25,14,61695,362
2713,65.65,36.91,2,36206,277
2714,16.04,44.69,13,36069,240
2715,69.33,66.49,11,45380,531
2716,97.3,38.46,12,68123,210
2717,58.7,52.98,8,28612,241
2718,9.69,86.87,7,55071,406
2719,19.12,53.32,16,47412,415
2720,26.54,35.23,8,78551,214
2721,22.61,38.23,12,67965,293
2722,25.77,48.47,3,39509,72
2723,63.73,84.56,8,36734,423
2724,21.15,58.66,4,65791,179
2725,22.02,52.34,12,57255,139
2726,73.02,81.23,7,58625,97
2727,89.07,50.75,12,45898,315
2728,78.79,93.95,5,79618,56
2729,62.18,85.06,5,26619,380
2730,94.75,52.11,12,36056,110
2731,43.37,84.8,11,56037,338
2732,69.94,87.95,14,31645,453
2733,69.12,87.03,11,33116,243
2734,99.59,61.23,2,57655,496
2735,75.66,74.97,9,26670,398
2736,22.83,52.56,16,23062,490
2737,57.07,45.99,14,35271,481
2738,28.8,67.37,7,61027,381
2739,8.8,59.47,1,75856,401
2740,30.05,72.76,15,27808,282
2741,78.43,93.87,2,56576,426
2742,59.86,75.51,6,65781,533
2743,33.58,77.36,4,27271,275
2744,47.61,63.65,8,72315,103
2745,41.86,44.17,15,55965,162
2746,8.28,56.5,17,79551,448
2747,16.37,53.59,2,44366,204
2748,6.55,83.67,3,64093,334
2749,46.02,93.39,7,42650,135
2750,72.63,75.15,9,47360,207
2751,72.33,69.15,13,23588,328
2752,89.18,49.77,5,33388,186
2753,33.53,45.59,4,50642,209
2754,48.76,75.84,11,25681,240
2755,48.24,91.99,9,58757,261
2756,54.7,73.76,17,57336,371
2757,99.71,88.78,11,58291,77
2758,15.08,82.26,12,51252,80
2759,69.38,46.4,4,76270,101
2760,85.74,63.45,14,35983,277
2761,44.11,42.99,1,61142,395
2762,79.57,82.12,4,67862,489
2763,25.53,57.64,8,42587,142
2764,81.67,54.22,11,76330,396
2765,71.56,37.22,5,45934,356
2766,44.19,92.49,8,53155,546
2767,85.7,76.92,12,30766,429
2768,51.15,77.18,7,79597,125
2769,57.31,54.08,12,32999,464
2770,29.28,49.16,8,46594,389
2771,47.59,54.87,3,54456,530
2772,55.67,37.61,1,63958,296
2773,82.75,42.75,8,79640,430
2774,40.22,69.08,10,57236,391
2775,86.05,44.7,12,73449,62
2776,14.87,69.57,7,53201,495
2777,49.58,80.51,12,51904,100
2778,41.28,80.59,11,78357,179
2779,40.5,56.14,8,51295,410
2780,33.49,78.84,15,73888,299
2781,97.09,88.85,7,45593,366
2782,37.34,49.81,8,34314,192
2783,52.93,51.7,12,70008,282
2784,7.02,76.53,2,36642,498
2785,12.15,43.37,9,67722,131
2786,52.2,66.48,7,37461,307
2787,12.76,51.23,6,59172,539
2788,51.86,46.23,8,54930,148
2789,53.82,62.43,7,31251,582
2790,65.19,74.27,10,46336,320
2791,88.97,58.1,16,32636,431
2792,83.68,48.41,2,50146,234
2793,70.42,90.24,13,29664,246
2794,83.44,43.19,11,70429,578
2795,91.18,81.58,8,38327,446
2796,44.44,63.8,5,78311,67
2797,35.41,54.53,4,39150,300
2798,88.73,35.2,6,33334,192
2799,12.42,51.5,7,47422,433
2800,34.44,53.57,11,66098,551
2801,59.73,54.41,3,75523,331
2802,38.81,73.0,3,70264,497
2803,13.12,76.63,11,34381,487
2804,92.48,57.37,5,56885,245
2805,14.66,54.97,8,44713,390
2806,53.89,64.73,1,52851,576
2807,97.68,75.26,8,47546,205
2808,42.95,62.56,12,46228,349
2809,33.28,75.93,3,69159,539
2810,50.36,41.54,15,49558,190
2811,5.07,84.22,6,41097,156
2812,37.75,85.09,3,33862,278
2813,48.38,59.17,7,53070,168
2814,32.31,77.0,12,73939,355
2815,37.39,48.4,4,62474,293
2816,5.4,92.16,7,55451,361
2817,37.69,49.32,8,74091,325
2818,36.81,44.08,4,36296,180
2819,44.29,39.62,4,24554,312
2820,57.37,56.14,4,56969,128
2821,52.1,66.15,2,54253,365
2822,42.36,41.35,15,27260,162
2823,29.79,35.34,5,57895,371
2824,21.13,68.01,11,53986,172
2825,56.27,93.62,5,73574,471
2826,6.62,76.29,5,33895,221
2827,53.81,51.63,2,57943,533
2828,96.15,58.93,7,37812,433
2829,93.53,60.83,10,44181,283
2830,50.18,35.05,17,66079,256
2831,29.57,89.86,17,60941,571
2832,19.79,85.57,4,67820,491
2833,9.04,74.32,16,72794,582
2834,34.98,60.81,9,50778,65
2835,60.6,63.13,5,74119,168
2836,41.06,59.51,4,72430,360
2837,56.17,71.32,12,75311,470
2838,46.66,73.15,9,38668,88
2839,26.0,62.11,3,77149,276
2840,85.77,38.91,16,76529,243
2841,83.59,46.66,8,62192,159
2842,47.15,90.62,2,65279,442
2843,91.87,48.46,12,33246,277
2844,14.79,82.1,8,55266,124
2845,99.98,74.23,4,28567,125
2846,20.31,84.38,2,37235,512
2847,95.6,36.87,15,76061,71
2848,50.44,41.04,10,79910,56
2849,19.27,58.9,1,38111,56
2850,14.76,65.23,12,45721,505
2851,73.26,78.84,11,73147,442
2852,38.03,45.51,2,79115,451
2853,10.07,49.49,13,61368,148
2854,15.08,38.6,5,68800,352
2855,31.34,61.12,13,33248,329
2856,49.9,64.7,3,53467,422
2857,8.97,83.28,16,53332,512
2858,53.19,75.35,12,61492,233
2859,50.94,46.13,4,67055,108
2860,86.23,81.24,11,46613,550
2861,39.04,42.58,2,62016,90
2862,79.65,60.58,8,65232,214
2863,17.03,71.05,13,39959,547
2864,16.97,68.35,8,25048,387
2865,44.44,63.9,15,43110,571
2866,37.85,53.33,4,78529,551
2867,65.86,46.45,10,77728,432
2868,35.95,36.45,10,53349,225
2869,97.78,86.06,8,72957,184
2870,66.75,87.5,7,25512,290
2871,11.57,43.25,14,40049,379
2872,92.17,49.42,11,77755,336
2873,61.33,68.67,6,29478,165
2874,79.89,39.42,14,71364,270
2875,80.31,51.36,5,44587,520
2876,70.61,55.01,10,54595,350
2877,38.38,88.65,2,71008,155
2878,11.69,90.87,11,51433,106
2879,24.65,39.87,6,78930,583
2880,51.42,92.85,4,50004,180
2881,6.76,78.24,5,76415,562
2882,41.09,70.12,8,27874,569
2883,42.45,58.86,15,78230,211
2884,52.08,73.28,16,65557,474
2885,18.03,60.02,11,72427,513
2886,45.91,90.16,10,34245,465
2887,58.78,61.57,16,25440,382
2888,53.86,94.44,13,56732,155
2889,67.6,41.96,17,45593,64
2890,12.63,55.42,10,28838,579
2891,7.28,52.84,12,32116,323
2892,49.96,82.81,13,48017,299
2893,45.43,35.36,15,37667,564
2894,37.33,54.27,6,73366,555
2895,51.7,82.54,13,40424,107
2896,38.61,52.26,4,74579,185
2897,23.03,35.4,16,48740,438
2898,91.91,53.71,14,41530,198
2899,47.15,72.18,9,46893,370
2900,53.44,54.97,9,51824,179
2901,70.06,39.72,11,32534,170
2902,56.26,52.44,11,31594,573
2903,23.82,88.42,6,33774,459
2904,48.09,55.1,6,36624,507
2905,25.83,71.87,6,48428,497
2906,8.28,93.08,3,29624,327
2907,57.21,64.09,2,25069,455
2908,18.63,45.04,6,29100,571
2909,91.61,92.19,2,66457,474
2910,33.95,72.95,10,52207,274
2911,18.39,78.41,2,46869,139
2912,53.84,59.14,4,31975,86
2913,49.61,49.13,2,73692,518
2914,26.55,41.55,8,36258,172
2915,38.66,92.87,3,64929,88
2916,14.14,40.35,9,75587,177
2917,30.95,38.17,4,29631,265
2918,91.95,88.76,14,41218,200
2919,97.51,51.02,12,35405,282
2920,10.85,78.9,13,63973,149
2921,96.93,87.52,7,51646,177
2922,54.06,46.32,13,30615,263
2923,52.77,70.8,15,33221,379
2924,64.25,53.15,3,63070,152
2925,76.82,47.31,10,78676,390
2926,57.83,67.93,2,73651,533
2927,28.73,54.11,14,28222,393
2928,76.85,83.2,14,55151,250
2929,89.12,50.01,14,29353,491
2930,7.98,72.22,13,40563,241
2931,33.42,66.18,2,54517,76
2932,98.13,35.25,5,56745,546
2933,47.96,76.7,17,37503,311
2934,60.28,64.75,11,42846,411
2935,33.36,75.84,11,65231,488
2936,89.0,84.0,4,74576,102
2937,6.95,46.52,10,69927,543
2938,27.15,47.26,2,75937,445
2939,71.99,71.67,11,32248,267
2940,75.84,66.72,15,56347,585
2941,52.59,46.09,6,53950,215
2942,38.75,62.71,5,46553,275
2943,27.73,61.94,3,47858,347
2944,78.04,81.23,8,46346,254
2945,20.65,51.25,11,40240,227
2946,75.78,75.81,8,70901,165
2947,79.16,72.66,14,53364,310
2948,51.06,52.06,17,73122,180
2949,53.11,80.11,16,23356,332
2950,56.0,40.3,7,68977,62
2951,78.5,65.93,3,71018,505
2952,42.29,49.66,7,79651,361
2953,83.24,81.76,12,50008,385
2954,95.87,81.6,16,59395,377
2955,19.79,37.12,14,55176,64
2956,63.67,54.96,15,23510,489
2957,17.57,38.15,7,57804,228
2958,26.37,38.24,12,38169,504
2959,44.96,56.63,10,51343,345
2960,88.07,66.1,13,46177,453
2961,80.6,39.72,8,44266,69
2962,13.73,67.73,3,73068,180
2963,42.07,35.59,6,38728,576
2964,39.31,52.6,2,70255,518
2965,30.98,49.24,17,68353,543
2966,9.14,70.22,12,48533,425
2967,9.28,37.3,16,52426,461
2968,49.06,41.16,14,59688,209
2969,12.57,35.92,6,70601,176
2970,92.89,46.28,14,73567,308
2971,73.47,79.86,3,56220,504
2972,20.83,89.97,10,63158,264
2973,53.83,91.56,3,70625,213
2974,87.17,67.38,4,79577,223
2975,41.48,36.72,6,24955,461
2976,99.12,56.42,13,57549,97
2977,76.87,86.77,3,70944,198
2978,65.2,35.33,3,46244,471
2979,36.02,45.38,13,36000,134
2980,38.81,78.19,12,59710,364
2981,74.39,63.2,17,54349,55
2982,39.64,70.29,10,47902,109
2983,73.8,72.46,11,33432,394
2984,77.34,60.16,15,68079,219
2985,85.31,43.64,6,33006,220
2986,70.71,44.73,17,61679,261
2987,26.1,35.32,6,46688,63
2988,54.91,46.9,14,26545,222
2989,6.48,46.92,7,31708,185
2990,60.08,45.41,9,45684,557
2991,11.64,40.88,13,75520,141
2992,47.8,40.22,14,68915,160
2993,32.36,89.66,10,73413,463
2994,58.0,48.16,12,79969,350
2995,98.42,84.2,7,71152,99
2996,72.21,73.74,8,63303,278
2997,97.18,94.93,15,77598,343
2998,54.6,39.25,14,44610,462
2999,36.13,74.54,14,63856,217
3000,62.56,64.0,10,72759,525
3001,62.5,68.13,10,32462,410
3002,21.72,65.31,3,38147,492
3003,84.3,53.53,13,27571,389
3004,39.26,59.72,8,72450,76
3005,59.06,55.06,2,52675,236
3006,68.85,79.2,1,39209,297
3007,48.73,93.5,10,51823,434
3008,41.47,56.34,9,75728,283
3009,42.02,54.92,14,54181,406
3010,43.84,54.91,13,26868,303
3011,11.06,49.79,14,50998,63
3012,96.18,89.26,3,50809,321
3013,18.8,79.46,9,51065,324
3014,95.62,86.12,5,52968,68
3015,24.17,78.5,6,56073,295
3016,81.03,88.82,14,46074,456
3017,99.39,52.15,4,56428,489
3018,88.2,87.47,7,48748,385
3019,47.82,35.23,1,57387,262
3020,48.78,47.52,16,57030,290
3021,99.64,84.54,1,63034,251
3022,87.06,44.39,8,64728,361
3023,80.05,49.96,1,40986,423
3024,62.93,50.14,8,32654,553
3025,96.65,56.41,6,63393,542
3026,87.4,58.74,13,29816,208
3027,57.65,92.93,15,23534,295
3028,25.65,71.46,16,73331,73
3029,93.69,83.9,17,23297,555
3030,99.54,70.9,6,46942,351
3031,57.96,60.23,14,68152,380
3032,63.53,43.99,3,29863,325
3033,39.16,37.52,13,29984,166
3034,7.76,93.21,11,52884,352
3035,89.35,82.94,4,73471,485
3036,24.61,89.66,12,77372,376
3037,88.94,72.09,4,25696,454
3038,41.72,75.97,6,55324,433
3039,98.16,36.91,3,25889,309
3040,62.3,67.48,15,39226,398
3041,65.71,45.31,15,48558,118
3042,67.34,94.13,13,27689,350
3043,20.51,43.18,6,42186,386
3044,46.53,77.22,3,69170,236
3045,5.52,53.1,7,75420,221
3046,49.22,37.77,6,69950,313
3047,17.98,38.67,16,35886,167
3048,84.81,41.02,10,45934,396
3049,89.51,60.17,3,46644,100
3050,73.41,47.85,3,46688,200
3051,41.92,82.59,17,54295,366
3052,26.03,89.09,7,26827,248
3053,80.61,55.8,4,30132,70
3054,74.56,61.22,13,67475,343
3055,31.17,38.81,10,76784,499
3056,29.36,83.6,8,32851,205
3057,40.74,91.73,1,63318,156
3058,49.01,77.74,5,65167,324
3059,19.77,65.63,1,34158,207
3060,80.39,80.8,4,51628,288
3061,10.45,80.05,10,71088,569
3062,35.95,89.5,16,63033,55
3063,43.12,41.08,13,63401,483
3064,37.27,94.79,4,25496,312
3065,71.33,89.26,1,54258,154
3066,30.34,69.4,12,71677,303
3067,53.8,74.25,7,35459,563
3068,69.76,36.94,13,47709,523
3069,22.24,44.48,15,43676,491
3070,83.18,59.78,17,54936,457
3071,17.26,71.09,17,26635,573
3072,95.38,40.09,14,64489,440
3073,36.38,35.22,10,43435,470
3074,35.31,60.52,10,40080,355
3075,84.35,38.52,16,64745,446
3076,69.11,73.48,17,64535,383
3077,23.91,77.18,7,68346,557
3078,67.05,59.8,2,78272,112
3079,47.45,57.38,5,26158,337
3080,67.12,77.95,8,35351,191
3081,92.77,43.95,10,51169,371
3082,34.56,64.63,14,24688,330
3083,61.42,91.14,5,54790,258
3084,10.02,43.87,5,30600,167
3085,86.53,49.3,1,48132,185
3086,77.34,66.31,10,75117,541
3087,11.75,37.99,13,60493,97
3088,22.39,42.7,5,69674,221
3089,14.26,66.39,3,62173,191
3090,74.39,39.19,8,78247,424
3091,54.7,54.38,5,56166,563
3092,85.49,74.36,5,63239,372
3093,32.84,35.92,16,55783,439
3094,69.48,80.07,9,54347,53
3095,50.72,47.91,15,41224,117
3096,50.71,54.23,16,54209,489
3097,32.68,45.35,3,72367,171
3098,54.39,39.64,10,37249,432
3099,87.07,36.11,6,61647,261
3100,33.78,51.7,14,39587,254
3101,51.49,72.8,12,57276,525
3102,20.09,72.54,4,58078,456
3103,29.56,44.85,3,70540,475
3104,14.36,67.65,17,46253,371
3105,18.92,58.34,6,79516,297
3106,57.11,93.08,14,58462,113
3107,25.38,59.85,12,39165,176
3108,31.12,74.55,7,57487,553
3109,34.32,92.95,15,33748,57
3110,49.88,75.58,3,67167,569
3111,70.18,38.83,3,60569,200
3112,45.46,40.11,13,60441,137
3113,64.07,46.22,8,26295,342
3114,35.99,51.17,3,72366,560
3115,89.14,66.63,3,61520,69
3116,37.09,71.11,3,24285,553
3117,72.33,88.57,7,35911,583
3118,66.21,64.15,8,30788,107
3119,86.77,48.05,17,23521,181
3120,36.42,36.72,13,74029,293
3121,11.22,63.46,11,75432,291
3122,31.21,66.46,17,73002,273
3123,45.44,38.96,8,68040,256
3124,41.37,50.22,15,60590,57
3125,39.31,88.41,12,51347,509
3126,47.63,57.9,15,32602,112
3127,62.99,77.61,14,79610,310
3128,45.02,61.58,6,45012,242
3129,98.43,74.74,2,55493,443
3130,38.61,38.18,15,27824,285
3131,86.6,44.41,12,30111,447
3132,27.94,43.65,4,70395,275
3133,31.16,59.94,12,41204,487
3134,63.44,94.35,3,64109,136
3135,63.64,36.92,9,46347,408
3136,19.17,92.6,7,72464,240
3137,6.79,69.31,13,29148,123
3138,50.58,75.62,5,42927,399
3139,25.79,92.88,15,58542,83
3140,57.83,87.47,5,31637,531
3141,84.68,65.0,11,37539,348
3142,78.46,62.28,12,48918,381
3143,52.07,78.77,3,57393,357
3144,95.93,46.22,5,61909,411
3145,23.96,71.06,4,63774,324
3146,16.09,68.67,11,62180,361
3147,40.51,39.58,16,57130,243
3148,5.16,56.3,8,58224,466
3149,45.31,43.72,6,37045,110
3150,42.1,35.2,7,32037,487
3151,91.37,62.34,16,43220,60
3152,50.51,50.26,16,72009,276
3153,36.2,83.8,9,38919,490
3154,79.8,36.74,7,27082,400
3155,29.1,61.48,12,26925,197
3156,41.7,58.74,11,61509,372
3157,82.8,54.65,9,24525,510
3158,10.31,61.49,7,24409,492
